Plan,Premium
FAMILYFLOATER:66 - 70:4:3:006,"49,607:91,772:133,938"
FAMILYFLOATER:66 - 70:4:3:008,"44,675:82,649:120,623"
FAMILYFLOATER:66 - 70:4:3:010,"50,959:94,274:137,588"
FAMILYFLOATER:66 - 70:4:3:012,"56,215:103,998:151,781"
FAMILYFLOATER:66 - 70:4:3:014,"70,760:130,906:191,052"
FAMILYFLOATER:66 - 70:4:3:016,"74,736:138,262:201,787"
FAMILYFLOATER:66 - 70:4:3:018,"78,392:145,026:211,660"
FAMILYFLOATER:66 - 70:5:4:002,"35,170:65,065:94,960"
FAMILYFLOATER:66 - 70:5:4:004,"44,448:82,229:120,010"
FAMILYFLOATER:66 - 70:5:4:006,"51,432:95,150:138,867"
FAMILYFLOATER:66 - 70:5:4:008,"46,393:85,829:125,263"
FAMILYFLOATER:66 - 70:5:4:010,"53,250:98,514:143,777"
FAMILYFLOATER:66 - 70:5:4:012,"59,080:109,297:159,516"
FAMILYFLOATER:66 - 70:5:4:014,"74,198:137,267:200,336"
FAMILYFLOATER:66 - 70:5:4:016,"78,748:145,684:212,618"
FAMILYFLOATER:66 - 70:5:4:018,"82,976:153,505:224,035"
FAMILYFLOATER:66 - 70:5:3:002,"51,597:95,455:139,313"
FAMILYFLOATER:66 - 70:5:3:004,"65,798:121,726:177,654"
FAMILYFLOATER:66 - 70:5:3:006,"75,721:140,084:204,447"
FAMILYFLOATER:66 - 70:5:3:008,"68,346:126,440:184,535"
FAMILYFLOATER:66 - 70:5:3:010,"77,706:143,755:209,804"
FAMILYFLOATER:66 - 70:5:3:012,"85,270:157,748:230,228"
FAMILYFLOATER:66 - 70:5:3:014,"107,358:198,612:289,866"
FAMILYFLOATER:66 - 70:5:3:016,"112,685:208,466:304,248"
FAMILYFLOATER:66 - 70:5:3:018,"117,372:217,139:316,906"
FAMILYFLOATER:66 - 70:6:4:002,"52,913:97,887:142,864"
FAMILYFLOATER:66 - 70:6:4:004,"67,258:124,428:181,598"
FAMILYFLOATER:66 - 70:6:4:006,"77,546:143,462:209,377"
FAMILYFLOATER:66 - 70:6:4:008,"70,064:129,620:189,175"
FAMILYFLOATER:66 - 70:6:4:010,"79,997:147,995:215,993"
FAMILYFLOATER:66 - 70:6:4:012,"88,134:163,049:237,962"
FAMILYFLOATER:66 - 70:6:4:014,"110,796:204,973:299,150"
FAMILYFLOATER:66 - 70:6:4:016,"116,695:215,887:315,078"
FAMILYFLOATER:66 - 70:6:4:018,"121,956:225,619:329,281"
FAMILYFLOATER:71 - 75:2:0:002,52257:96676:141094
FAMILYFLOATER:71 - 75:2:0:004,70001:129501:189002
FAMILYFLOATER:71 - 75:2:0:006,80317:148586:216856
FAMILYFLOATER:71 - 75:2:0:008,72418:133974:195529
FAMILYFLOATER:71 - 75:2:0:010,81066:149972:218878
FAMILYFLOATER:71 - 75:2:0:012,87743:162323:236904
FAMILYFLOATER:71 - 75:2:0:014,111331:205962:300594
FAMILYFLOATER:71 - 75:2:0:016,115550:213768:311987
FAMILYFLOATER:71 - 75:2:0:018,"118,781:219,744:320,708"
FAMILYFLOATER:71 - 75:2:1:002,35256:65225:95193
FAMILYFLOATER:71 - 75:2:1:004,47089:87116:127141
FAMILYFLOATER:71 - 75:2:1:006,54122:100125:146128
FAMILYFLOATER:71 - 75:2:1:008,48814:90304:131795
FAMILYFLOATER:71 - 75:2:1:010,54724:101239:147755
FAMILYFLOATER:71 - 75:2:1:012,59472:110023:160576
FAMILYFLOATER:71 - 75:2:1:014,75378:139448:203519
FAMILYFLOATER:71 - 75:2:1:016,78677:145553:212429
FAMILYFLOATER:71 - 75:2:1:018,"81,425:150,637:219,848"
FAMILYFLOATER:71 - 75:3:1:002,57763:106863:155961
FAMILYFLOATER:71 - 75:3:1:004,77193:142806:208421
FAMILYFLOATER:71 - 75:3:1:006,88643:163989:239335
FAMILYFLOATER:71 - 75:3:1:008,80009:148018:216025
FAMILYFLOATER:71 - 75:3:1:010,89748:166034:242320
FAMILYFLOATER:71 - 75:3:1:012,97424:180234:263045
FAMILYFLOATER:71 - 75:3:1:014,123419:228325:333232
FAMILYFLOATER:71 - 75:3:1:016,128526:237774:347021
FAMILYFLOATER:71 - 75:3:1:018,"132,647:245,398:358,147"
FAMILYFLOATER:71 - 75:3:2:002,"41,122:76,073:111,027"
FAMILYFLOATER:71 - 75:3:2:004,"54,587:100,985:147,385"
FAMILYFLOATER:71 - 75:3:2:006,"62,851:116,273:169,697"
FAMILYFLOATER:71 - 75:3:2:008,"56,495:104,515:152,536"
FAMILYFLOATER:71 - 75:3:2:010,"63,559:117,586:171,611"
FAMILYFLOATER:71 - 75:3:2:012,"69,360:128,316:187,272"
FAMILYFLOATER:71 - 75:3:2:014,"87,902:162,619:237,336"
FAMILYFLOATER:71 - 75:3:2:016,"92,129:170,438:248,748"
FAMILYFLOATER:71 - 75:3:2:018,"95,807:177,244:258,679"
FAMILYFLOATER:71 - 75:4:2:002,63123:116776:170430
FAMILYFLOATER:71 - 75:4:2:004,84020:155437:226854
FAMILYFLOATER:71 - 75:4:2:006,96604:178719:260832
FAMILYFLOATER:71 - 75:4:2:008,87029:161003:234977
FAMILYFLOATER:71 - 75:4:2:010,97856:181034:264212
FAMILYFLOATER:71 - 75:4:2:012,106531:197083:287634
FAMILYFLOATER:71 - 75:4:2:014,134934:249628:364321
FAMILYFLOATER:71 - 75:4:2:016,140929:260718:380508
FAMILYFLOATER:71 - 75:4:2:018,"145,940:269,989:394,039"
FAMILYFLOATER:71 - 75:4:3:002,"42,437:78,510:114,581"
FAMILYFLOATER:71 - 75:4:3:004,"56,048:103,689:151,330"
FAMILYFLOATER:71 - 75:4:3:006,"64,675:119,648:174,621"
FAMILYFLOATER:71 - 75:4:3:008,"58,213:107,694:157,175"
FAMILYFLOATER:71 - 75:4:3:010,"65,850:121,823:177,796"
FAMILYFLOATER:71 - 75:4:3:012,"72,223:133,614:195,004"
FAMILYFLOATER:71 - 75:4:3:014,"91,340:168,979:246,618"
FAMILYFLOATER:71 - 75:4:3:016,"96,139:177,858:259,577"
FAMILYFLOATER:71 - 75:4:3:018,"100,391:185,724:271,057"
FAMILYFLOATER:71 - 75:5:4:002,"43,752:80,941:118,130"
FAMILYFLOATER:71 - 75:5:4:004,"57,509:106,392:155,275"
FAMILYFLOATER:71 - 75:5:4:006,"66,500:123,026:179,551"
FAMILYFLOATER:71 - 75:5:4:008,"59,932:110,873:161,814"
FAMILYFLOATER:71 - 75:5:4:010,"68,142:126,062:183,983"
FAMILYFLOATER:71 - 75:5:4:012,"75,089:138,913:202,739"
FAMILYFLOATER:71 - 75:5:4:014,"94,778:175,340:255,902"
FAMILYFLOATER:71 - 75:5:4:016,"100,151:185,279:270,408"
FAMILYFLOATER:71 - 75:5:4:018,"104,975:194,204:283,433"
FAMILYFLOATER:71 - 75:5:3:002,"64,438:119,210:173,983"
FAMILYFLOATER:71 - 75:5:3:004,"85,482:158,141:230,801"
FAMILYFLOATER:71 - 75:5:3:006,"98,428:182,091:265,755"
FAMILYFLOATER:71 - 75:5:3:008,"88,747:164,183:239,617"
FAMILYFLOATER:71 - 75:5:3:010,"100,147:185,272:270,396"
FAMILYFLOATER:71 - 75:5:3:012,"109,394:202,379:295,364"
FAMILYFLOATER:71 - 75:5:3:014,"138,372:255,988:373,604"
FAMILYFLOATER:71 - 75:5:3:016,"144,938:268,136:391,334"
FAMILYFLOATER:71 - 75:5:3:018,"150,524:278,471:406,417"
FAMILYFLOATER:71 - 75:6:4:002,"65,753:121,642:177,533"
FAMILYFLOATER:71 - 75:6:4:004,"86,943:160,844:234,744"
FAMILYFLOATER:71 - 75:6:4:006,"100,253:185,470:270,685"
FAMILYFLOATER:71 - 75:6:4:008,"90,466:167,362:244,258"
FAMILYFLOATER:71 - 75:6:4:010,"102,438:189,511:276,584"
FAMILYFLOATER:71 - 75:6:4:012,"112,259:207,679:303,098"
FAMILYFLOATER:71 - 75:6:4:014,"141,810:262,349:382,888"
FAMILYFLOATER:71 - 75:6:4:016,"148,950:275,557:402,164"
FAMILYFLOATER:71 - 75:6:4:018,"155,108:286,951:418,793"
FAMILYFLOATER:76 - 99:2:0:002,61863:114446:167029
FAMILYFLOATER:76 - 99:2:0:004,85907:158928:231949
FAMILYFLOATER:76 - 99:2:0:006,98654:182510:266366
FAMILYFLOATER:76 - 99:2:0:008,88894:164453:240012
FAMILYFLOATER:76 - 99:2:0:010,99187:183497:267806
FAMILYFLOATER:76 - 99:2:0:012,107224:198364:289505
FAMILYFLOATER:76 - 99:2:0:014,136375:252295:368215
FAMILYFLOATER:76 - 99:2:0:016,141599:261956:382315
FAMILYFLOATER:76 - 99:2:0:018,"145,553:269,273:392,994"
FAMILYFLOATER:76 - 99:2:1:002,42051:77795:113538
FAMILYFLOATER:76 - 99:2:1:004,58196:107662:157128
FAMILYFLOATER:76 - 99:2:1:006,66925:123812:180699
FAMILYFLOATER:76 - 99:2:1:008,60317:111586:162854
FAMILYFLOATER:76 - 99:2:1:010,67375:124645:181914
FAMILYFLOATER:76 - 99:2:1:012,73075:135188:197302
FAMILYFLOATER:76 - 99:2:1:014,92864:171798:250733
FAMILYFLOATER:76 - 99:2:1:016,96864:179200:261534
FAMILYFLOATER:76 - 99:2:1:018,"100,118:185,219:270,319"
FAMILYFLOATER:76 - 99:3:1:002,68605:126919:185233
FAMILYFLOATER:76 - 99:3:1:004,95018:175783:256549
FAMILYFLOATER:76 - 99:3:1:006,109191:202003:294817
FAMILYFLOATER:76 - 99:3:1:008,98474:182177:265879
FAMILYFLOATER:76 - 99:3:1:010,110054:203600:297146
FAMILYFLOATER:76 - 99:3:1:012,119255:220621:321989
FAMILYFLOATER:76 - 99:3:1:014,151484:280247:409009
FAMILYFLOATER:76 - 99:3:1:016,157716:291774:425833
FAMILYFLOATER:76 - 99:3:1:018,"162,649:300,901:439,153"
FAMILYFLOATER:76 - 99:3:2:002,"49,306:91,217:133,128"
FAMILYFLOATER:76 - 99:3:2:004,"67,851:125,524:183,197"
FAMILYFLOATER:76 - 99:3:2:006,"78,142:144,563:210,984"
FAMILYFLOATER:76 - 99:3:2:008,"70,234:129,934:189,632"
FAMILYFLOATER:76 - 99:3:2:010,"78,671:145,541:212,411"
FAMILYFLOATER:76 - 99:3:2:012,"85,606:158,370:231,134"
FAMILYFLOATER:76 - 99:3:2:014,"108,787:201,257:293,726"
FAMILYFLOATER:76 - 99:3:2:016,"113,851:210,624:307,397"
FAMILYFLOATER:76 - 99:3:2:018,"118,134:218,549:318,962"
FAMILYFLOATER:76 - 99:4:2:002,75200:139120:203039
FAMILYFLOATER:76 - 99:4:2:004,103763:191962:280160
FAMILYFLOATER:76 - 99:4:2:006,119365:220825:322284
FAMILYFLOATER:76 - 99:4:2:008,107480:198839:290197
FAMILYFLOATER:76 - 99:4:2:010,120349:222646:324942
FAMILYFLOATER:76 - 99:4:2:012,130712:241817:352922
FAMILYFLOATER:76 - 99:4:2:014,166021:307139:448256
FAMILYFLOATER:76 - 99:4:2:016,173261:320532:467803
FAMILYFLOATER:76 - 99:4:2:018,"179,173:331,470:483,768"
FAMILYFLOATER:76 - 99:4:3:002,"50,619:93,647:136,674"
FAMILYFLOATER:76 - 99:4:3:004,"69,311:128,224:187,138"
FAMILYFLOATER:76 - 99:4:3:006,"79,967:147,939:215,911"
FAMILYFLOATER:76 - 99:4:3:008,"71,952:133,112:194,272"
FAMILYFLOATER:76 - 99:4:3:010,"80,963:149,782:218,599"
FAMILYFLOATER:76 - 99:4:3:012,"88,471:163,672:238,871"
FAMILYFLOATER:76 - 99:4:3:014,"112,226:207,619:303,012"
FAMILYFLOATER:76 - 99:4:3:016,"117,863:218,046:318,229"
FAMILYFLOATER:76 - 99:4:3:018,"122,718:227,028:331,338"
FAMILYFLOATER:76 - 99:5:4:002,"51,935:96,079:140,223"
FAMILYFLOATER:76 - 99:5:4:004,"70,771:130,927:191,082"
FAMILYFLOATER:76 - 99:5:4:006,"81,792:151,316:220,840"
FAMILYFLOATER:76 - 99:5:4:008,"73,670:136,291:198,912"
FAMILYFLOATER:76 - 99:5:4:010,"83,255:154,021:224,788"
FAMILYFLOATER:76 - 99:5:4:012,"91,336:168,971:246,606"
FAMILYFLOATER:76 - 99:5:4:014,"115,666:213,980:312,296"
FAMILYFLOATER:76 - 99:5:4:016,"121,874:225,467:329,060"
FAMILYFLOATER:76 - 99:5:4:018,"127,302:235,507:343,714"
FAMILYFLOATER:76 - 99:5:3:002,"76,514:141,551:206,587"
FAMILYFLOATER:76 - 99:5:3:004,"105,222:194,661:284,099"
FAMILYFLOATER:76 - 99:5:3:006,"121,190:224,202:327,213"
FAMILYFLOATER:76 - 99:5:3:008,"109,198:202,016:294,835"
FAMILYFLOATER:76 - 99:5:3:010,"122,641:226,886:331,130"
FAMILYFLOATER:76 - 99:5:3:012,"133,577:247,117:360,659"
FAMILYFLOATER:76 - 99:5:3:014,"169,460:313,502:457,544"
FAMILYFLOATER:76 - 99:5:3:016,"177,272:327,954:478,636"
FAMILYFLOATER:76 - 99:5:3:018,"183,756:339,949:496,142"
FAMILYFLOATER:76 - 99:6:4:002,"77,828:143,983:210,137"
FAMILYFLOATER:76 - 99:6:4:004,"106,683:197,363:288,044"
FAMILYFLOATER:76 - 99:6:4:006,"123,016:227,579:332,144"
FAMILYFLOATER:76 - 99:6:4:008,"110,917:205,196:299,476"
FAMILYFLOATER:76 - 99:6:4:010,"124,933:231,126:337,319"
FAMILYFLOATER:76 - 99:6:4:012,"136,442:252,418:368,393"
FAMILYFLOATER:76 - 99:6:4:014,"172,900:319,864:466,828"
FAMILYFLOATER:76 - 99:6:4:016,"181,284:335,375:489,466"
FAMILYFLOATER:76 - 99:6:4:018,"188,340:348,430:508,518"
