Plan,Premium
FAMILYFLOATER:61 - 65:3:2:018,39989:73980:107971
FAMILYFLOATER:61 - 65:3:2:020,172793:319667:466541
FAMILYFLOATER:61 - 65:3:2:022,199609:369276:538943
FAMILYFLOATER:61 - 65:4:2:002,26499:49023:71547
FAMILYFLOATER:61 - 65:4:2:004,31293:57893:84492
FAMILYFLOATER:61 - 65:4:2:006,35781:66194:96608
FAMILYFLOATER:61 - 65:4:2:008,35025:64795:94566
FAMILYFLOATER:61 - 65:4:2:010,40299:74553:108807
FAMILYFLOATER:61 - 65:4:2:012,44431:82197:119963
FAMILYFLOATER:61 - 65:4:2:014,55440:102563:149687
FAMILYFLOATER:61 - 65:4:2:016,58154:107584:157015
FAMILYFLOATER:61 - 65:4:2:018,60681:112260:163839
FAMILYFLOATER:61 - 65:4:2:020,272784:504651:736518
FAMILYFLOATER:61 - 65:4:2:022,315134:582997:850861
FAMILYFLOATER:61 - 65:4:3:002,18114:33511:48909
FAMILYFLOATER:61 - 65:4:3:004,21309:39421:57534
FAMILYFLOATER:61 - 65:4:3:006,24553:45424:66294
FAMILYFLOATER:61 - 65:4:3:008,23987:44376:64764
FAMILYFLOATER:61 - 65:4:3:010,27900:51615:75330
FAMILYFLOATER:61 - 65:4:3:012,31187:57696:84205
FAMILYFLOATER:61 - 65:4:3:014,38836:71847:104858
FAMILYFLOATER:61 - 65:4:3:016,41344:76486:111629
FAMILYFLOATER:61 - 65:4:3:018,43808:81045:118282
FAMILYFLOATER:61 - 65:4:3:020,177092:327620:478147
FAMILYFLOATER:61 - 65:4:3:022,204382:378107:551831
FAMILYFLOATER:61 - 65:5:4:002,19125:35382:51639
FAMILYFLOATER:61 - 65:5:4:004,22432:41500:60568
FAMILYFLOATER:61 - 65:5:4:006,25958:48022:70086
FAMILYFLOATER:61 - 65:5:4:008,25419:47025:68631
FAMILYFLOATER:61 - 65:5:4:010,29810:55148:80487
FAMILYFLOATER:61 - 65:5:4:012,33574:62112:90650
FAMILYFLOATER:61 - 65:5:4:014,41702:77148:112595
FAMILYFLOATER:61 - 65:5:4:016,44687:82671:120654
FAMILYFLOATER:61 - 65:5:4:018,47628:88112:128595
FAMILYFLOATER:61 - 65:5:4:020,181389:335569:489750
FAMILYFLOATER:61 - 65:5:4:022,209157:386940:564723
FAMILYFLOATER:61 - 65:5:3:002,27511:50895:74279
FAMILYFLOATER:61 - 65:5:3:004,32415:59968:87520
FAMILYFLOATER:61 - 65:5:3:006,37186:68795:100403
FAMILYFLOATER:61 - 65:5:3:008,36457:67445:98433
FAMILYFLOATER:61 - 65:5:3:010,42208:78085:113962
FAMILYFLOATER:61 - 65:5:3:012,46819:86614:126410
FAMILYFLOATER:61 - 65:5:3:014,58305:107864:157423
FAMILYFLOATER:61 - 65:5:3:016,61496:113767:166038
FAMILYFLOATER:61 - 65:5:3:018,64501:119326:174152
FAMILYFLOATER:61 - 65:5:3:020,277083:512603:748123
FAMILYFLOATER:61 - 65:5:3:022,319907:591828:863749
FAMILYFLOATER:61 - 65:6:4:002,28522:52766:77010
FAMILYFLOATER:61 - 65:6:4:004,33538:62046:90554
FAMILYFLOATER:61 - 65:6:4:006,38591:71393:104195
FAMILYFLOATER:61 - 65:6:4:008,37889:70094:102300
FAMILYFLOATER:61 - 65:6:4:010,44118:81618:119118
FAMILYFLOATER:61 - 65:6:4:012,49206:91031:132856
FAMILYFLOATER:61 - 65:6:4:014,61170:113164:165159
FAMILYFLOATER:61 - 65:6:4:016,64838:119951:175064
FAMILYFLOATER:61 - 65:6:4:018,68320:126393:184465
FAMILYFLOATER:61 - 65:6:4:020,281380:520553:759726
FAMILYFLOATER:61 - 65:6:4:022,324682:600661:876641
FAMILYFLOATER:66 - 70:2:0:002,32181:59534:86888
FAMILYFLOATER:66 - 70:2:0:004,41426:76638:111850
FAMILYFLOATER:66 - 70:2:0:006,47454:87789:128125
FAMILYFLOATER:66 - 70:2:0:008,46402:85845:125287
FAMILYFLOATER:66 - 70:2:0:010,52215:96597:140980
FAMILYFLOATER:66 - 70:2:0:012,56626:104758:152890
FAMILYFLOATER:66 - 70:2:0:014,71575:132414:193253
FAMILYFLOATER:66 - 70:2:0:016,74243:137349:200456
FAMILYFLOATER:66 - 70:2:0:018,76322:141196:206069
FAMILYFLOATER:66 - 70:2:0:020,291923:540058:788192
FAMILYFLOATER:66 - 70:2:0:022,333771:617476:901181
FAMILYFLOATER:66 - 70:2:1:002,21566:39897:58228
FAMILYFLOATER:66 - 70:2:1:004,27706:51257:74807
FAMILYFLOATER:66 - 70:2:1:006,31808:58844:85881
FAMILYFLOATER:66 - 70:2:1:008,31115:57563:84011
FAMILYFLOATER:66 - 70:2:1:010,35084:64906:94727
FAMILYFLOATER:66 - 70:2:1:012,38250:70763:103275
FAMILYFLOATER:66 - 70:2:1:014,48277:89313:130348
FAMILYFLOATER:66 - 70:2:1:016,50446:93324:136203
FAMILYFLOATER:66 - 70:2:1:018,52316:96784:141253
FAMILYFLOATER:66 - 70:2:1:020,187656:347164:506672
FAMILYFLOATER:66 - 70:2:1:022,214301:396457:578613
FAMILYFLOATER:66 - 70:3:1:002,35486:65649:95812
FAMILYFLOATER:66 - 70:3:1:004,45599:84357:123116
FAMILYFLOATER:66 - 70:3:1:006,52289:96735:141182
FAMILYFLOATER:66 - 70:3:1:008,51202:94724:138246
FAMILYFLOATER:66 - 70:3:1:010,57769:106873:155976
FAMILYFLOATER:66 - 70:3:1:012,62887:116341:169795
FAMILYFLOATER:66 - 70:3:1:014,79326:146753:214180
FAMILYFLOATER:66 - 70:3:1:016,82641:152885:223129
FAMILYFLOATER:66 - 70:3:1:018,85396:157983:230570
FAMILYFLOATER:66 - 70:3:1:020,302300:559255:816209
FAMILYFLOATER:66 - 70:3:1:022,344711:637716:930720
FAMILYFLOATER:66 - 70:3:2:002,25032:46310:67587
FAMILYFLOATER:66 - 70:3:2:004,31943:59095:86247
FAMILYFLOATER:66 - 70:3:2:006,36755:67997:99238
FAMILYFLOATER:66 - 70:3:2:008,35797:66225:96653
FAMILYFLOATER:66 - 70:3:2:010,40557:75031:109504
FAMILYFLOATER:66 - 70:3:2:012,44458:82247:120036
FAMILYFLOATER:66 - 70:3:2:014,56102:103789:151476
FAMILYFLOATER:66 - 70:3:2:016,58937:109034:159131
FAMILYFLOATER:66 - 70:3:2:018,61508:113790:166072
FAMILYFLOATER:66 - 70:3:2:020,198257:366775:535293
FAMILYFLOATER:66 - 70:3:2:022,225474:417128:608781
FAMILYFLOATER:66 - 70:4:2:002,38680:71558:104436
FAMILYFLOATER:66 - 70:4:2:004,49489:91555:133621
FAMILYFLOATER:66 - 70:4:2:006,56843:105160:153477
FAMILYFLOATER:66 - 70:4:2:008,55524:102719:149914
FAMILYFLOATER:66 - 70:4:2:010,62846:116265:169684
FAMILYFLOATER:66 - 70:4:2:012,68669:127038:185407
FAMILYFLOATER:66 - 70:4:2:014,86600:160210:233820
FAMILYFLOATER:66 - 70:4:2:016,90561:167537:244514
FAMILYFLOATER:66 - 70:4:2:018,93992:173885:253778
FAMILYFLOATER:66 - 70:4:2:020,312200:577570:842940
FAMILYFLOATER:66 - 70:4:2:022,355173:657070:958967
FAMILYFLOATER:66 - 70:4:3:002,26043:48179:70316
FAMILYFLOATER:66 - 70:4:3:004,33067:61174:89281
FAMILYFLOATER:66 - 70:4:3:006,38159:70594:103029
FAMILYFLOATER:66 - 70:4:3:008,37229:68874:100519
FAMILYFLOATER:66 - 70:4:3:010,42466:78562:114657
FAMILYFLOATER:66 - 70:4:3:012,46846:86665:126484
FAMILYFLOATER:66 - 70:4:3:014,58967:109088:159210
FAMILYFLOATER:66 - 70:4:3:016,62280:115218:168156
FAMILYFLOATER:66 - 70:4:3:018,65327:120855:176383
FAMILYFLOATER:66 - 70:4:3:020,202555:374727:546899
FAMILYFLOATER:66 - 70:4:3:022,230250:425962:621674
FAMILYFLOATER:66 - 70:5:4:002,27054:50050:73046
FAMILYFLOATER:66 - 70:5:4:004,34191:63253:92315
FAMILYFLOATER:66 - 70:5:4:006,39563:73192:106821
FAMILYFLOATER:66 - 70:5:4:008,38661:71524:104386
FAMILYFLOATER:66 - 70:5:4:010,44375:82095:119814
FAMILYFLOATER:66 - 70:5:4:012,49233:91081:132930
FAMILYFLOATER:66 - 70:5:4:014,61832:114389:166947
FAMILYFLOATER:66 - 70:5:4:016,65623:121403:177182
FAMILYFLOATER:66 - 70:5:4:018,69147:127921:186696
FAMILYFLOATER:66 - 70:5:4:020,206852:382677:558501
FAMILYFLOATER:66 - 70:5:4:022,235024:434795:634566
FAMILYFLOATER:66 - 70:5:3:002,39690:73427:107164
FAMILYFLOATER:66 - 70:5:3:004,50614:93635:136657
FAMILYFLOATER:66 - 70:5:3:006,58247:107757:157267
FAMILYFLOATER:66 - 70:5:3:008,56955:105367:153779
FAMILYFLOATER:66 - 70:5:3:010,64755:119796:174837
FAMILYFLOATER:66 - 70:5:3:012,71058:131457:191857
FAMILYFLOATER:66 - 70:5:3:014,89465:165510:241555
FAMILYFLOATER:66 - 70:5:3:016,93904:173722:253540
FAMILYFLOATER:66 - 70:5:3:018,97810:180949:264088
FAMILYFLOATER:66 - 70:5:3:020,316498:585522:854545
FAMILYFLOATER:66 - 70:5:3:022,359948:665905:971861
FAMILYFLOATER:66 - 70:6:4:002,40702:75298:109895
FAMILYFLOATER:66 - 70:6:4:004,51737:95714:139691
FAMILYFLOATER:66 - 70:6:4:006,59651:110355:161059
FAMILYFLOATER:66 - 70:6:4:008,58387:108017:157646
FAMILYFLOATER:66 - 70:6:4:010,66664:123329:179994
FAMILYFLOATER:66 - 70:6:4:012,73445:135874:198302
FAMILYFLOATER:66 - 70:6:4:014,92330:170811:249292
FAMILYFLOATER:66 - 70:6:4:016,97246:179906:262565
FAMILYFLOATER:66 - 70:6:4:018,101630:188016:274401
FAMILYFLOATER:66 - 70:6:4:020,320796:593472:866148
FAMILYFLOATER:66 - 70:6:4:022,364723:674738:984753
FAMILYFLOATER:71 - 75:2:0:002,40198:74366:108534
FAMILYFLOATER:71 - 75:2:0:004,53847:99616:145386
FAMILYFLOATER:71 - 75:2:0:006,61782:114297:166812
FAMILYFLOATER:71 - 75:2:0:008,60348:111645:162941
FAMILYFLOATER:71 - 75:2:0:010,67555:124977:182398
FAMILYFLOATER:71 - 75:2:0:012,73119:135269:197420
FAMILYFLOATER:71 - 75:2:0:014,92776:171635:250495
FAMILYFLOATER:71 - 75:2:0:016,96292:178140:259989
FAMILYFLOATER:71 - 75:2:0:018,98984:183120:267257
FAMILYFLOATER:71 - 75:2:0:020,318743:589674:860605
FAMILYFLOATER:71 - 75:2:0:022,361016:667879:974742
FAMILYFLOATER:71 - 75:2:1:002,27120:50173:73225
FAMILYFLOATER:71 - 75:2:1:004,36222:67012:97801
FAMILYFLOATER:71 - 75:2:1:006,41632:77019:112406
FAMILYFLOATER:71 - 75:2:1:008,40678:75253:109829
FAMILYFLOATER:71 - 75:2:1:010,45603:84366:123129
FAMILYFLOATER:71 - 75:2:1:012,49560:91686:133813
FAMILYFLOATER:71 - 75:2:1:014,62815:116207:169599
FAMILYFLOATER:71 - 75:2:1:016,65564:121294:177024
FAMILYFLOATER:71 - 75:2:1:018,67854:125531:183207
FAMILYFLOATER:71 - 75:2:1:020,206047:381188:556328
FAMILYFLOATER:71 - 75:2:1:022,232984:431020:629056
FAMILYFLOATER:71 - 75:3:1:002,44433:82202:119970
FAMILYFLOATER:71 - 75:3:1:004,59379:109851:160324
FAMILYFLOATER:71 - 75:3:1:006,68187:126145:184104
FAMILYFLOATER:71 - 75:3:1:008,66674:123348:180021
FAMILYFLOATER:71 - 75:3:1:010,74790:138362:201933
FAMILYFLOATER:71 - 75:3:1:012,81187:150195:219204
FAMILYFLOATER:71 - 75:3:1:014,102849:190271:277693
FAMILYFLOATER:71 - 75:3:1:016,107105:198145:289184
FAMILYFLOATER:71 - 75:3:1:018,110539:204498:298456
FAMILYFLOATER:71 - 75:3:1:020,332057:614306:896554
FAMILYFLOATER:71 - 75:3:1:022,374940:693638:1012337
FAMILYFLOATER:71 - 75:3:2:002,31632:58518:85405
FAMILYFLOATER:71 - 75:3:2:004,41990:77681:113373
FAMILYFLOATER:71 - 75:3:2:006,48347:89441:130536
FAMILYFLOATER:71 - 75:3:2:008,47079:87096:127113
FAMILYFLOATER:71 - 75:3:2:010,52966:97988:143009
FAMILYFLOATER:71 - 75:3:2:012,57800:106930:156060
FAMILYFLOATER:71 - 75:3:2:014,73252:135516:197780
FAMILYFLOATER:71 - 75:3:2:016,76774:142032:207290
FAMILYFLOATER:71 - 75:3:2:018,79839:147703:215566
FAMILYFLOATER:71 - 75:3:2:020,219953:406913:593873
FAMILYFLOATER:71 - 75:3:2:022,247514:457901:668288
FAMILYFLOATER:71 - 75:4:2:002,48556:89828:131100
FAMILYFLOATER:71 - 75:4:2:004,64631:119567:174503
FAMILYFLOATER:71 - 75:4:2:006,74311:137476:200640
FAMILYFLOATER:71 - 75:4:2:008,72524:134169:195814
FAMILYFLOATER:71 - 75:4:2:010,81547:150862:220177
FAMILYFLOATER:71 - 75:4:2:012,88776:164236:239695
FAMILYFLOATER:71 - 75:4:2:014,112445:208023:303601
FAMILYFLOATER:71 - 75:4:2:016,117441:217265:317090
FAMILYFLOATER:71 - 75:4:2:018,121617:224991:328366
FAMILYFLOATER:71 - 75:4:2:020,344895:638056:931217
FAMILYFLOATER:71 - 75:4:2:022,388386:718514:1048642
FAMILYFLOATER:71 - 75:4:3:002,32644:60392:88139
FAMILYFLOATER:71 - 75:4:3:004,43114:79761:116408
FAMILYFLOATER:71 - 75:4:3:006,49750:92037:134324
FAMILYFLOATER:71 - 75:4:3:008,48511:89745:130979
FAMILYFLOATER:71 - 75:4:3:010,54875:101519:148163
FAMILYFLOATER:71 - 75:4:3:012,60186:111345:162503
FAMILYFLOATER:71 - 75:4:3:014,76117:140816:205515
FAMILYFLOATER:71 - 75:4:3:016,80116:148215:216314
FAMILYFLOATER:71 - 75:4:3:018,83659:154770:225881
FAMILYFLOATER:71 - 75:4:3:020,224249:414861:605472
FAMILYFLOATER:71 - 75:4:3:022,252288:466732:681177
FAMILYFLOATER:71 - 75:5:4:002,33655:62262:90869
FAMILYFLOATER:71 - 75:5:4:004,44238:81840:119442
FAMILYFLOATER:71 - 75:5:4:006,51154:94635:138116
FAMILYFLOATER:71 - 75:5:4:008,49943:92394:134845
FAMILYFLOATER:71 - 75:5:4:010,56785:105052:153319
FAMILYFLOATER:71 - 75:5:4:012,62574:115761:168949
FAMILYFLOATER:71 - 75:5:4:014,78982:146117:213252
FAMILYFLOATER:71 - 75:5:4:016,83459:154399:225340
FAMILYFLOATER:71 - 75:5:4:018,87479:161837:236194
FAMILYFLOATER:71 - 75:5:4:020,228546:422811:617075
FAMILYFLOATER:71 - 75:5:4:022,257062:475565:694068
FAMILYFLOATER:71 - 75:5:3:002,49568:91700:133833
FAMILYFLOATER:71 - 75:5:3:004,65755:121647:177539
FAMILYFLOATER:71 - 75:5:3:006,75714:140070:204427
FAMILYFLOATER:71 - 75:5:3:008,73956:136819:199681
FAMILYFLOATER:71 - 75:5:3:010,83456:154393:225330
FAMILYFLOATER:71 - 75:5:3:012,91162:168649:246137
FAMILYFLOATER:71 - 75:5:3:014,115310:213323:311337
FAMILYFLOATER:71 - 75:5:3:016,120782:223447:326112
FAMILYFLOATER:71 - 75:5:3:018,125437:232059:338681
FAMILYFLOATER:71 - 75:5:3:020,349191:646004:942816
FAMILYFLOATER:71 - 75:5:3:022,393160:727345:1061531
FAMILYFLOATER:71 - 75:6:4:002,50579:93571:136564
FAMILYFLOATER:71 - 75:6:4:004,66879:123726:180572
FAMILYFLOATER:71 - 75:6:4:006,77118:142669:208219
FAMILYFLOATER:71 - 75:6:4:008,75388:139468:203548
FAMILYFLOATER:71 - 75:6:4:010,85365:157926:230487
FAMILYFLOATER:71 - 75:6:4:012,93549:173066:252582
FAMILYFLOATER:71 - 75:6:4:014,118175:218624:319073
FAMILYFLOATER:71 - 75:6:4:016,124125:229631:335137
FAMILYFLOATER:71 - 75:6:4:018,129257:239126:348994
FAMILYFLOATER:71 - 75:6:4:020,353488:653954:954419
FAMILYFLOATER:71 - 75:6:4:022,397934:736179:1074423
FAMILYFLOATER:76 - 99:2:0:002,47587:88035:128484
FAMILYFLOATER:76 - 99:2:0:004,66082:122252:178422
FAMILYFLOATER:76 - 99:2:0:006,75888:140392:204897
FAMILYFLOATER:76 - 99:2:0:008,74078:137044:200010
FAMILYFLOATER:76 - 99:2:0:010,82656:152914:223172
FAMILYFLOATER:76 - 99:2:0:012,89353:165303:241254
FAMILYFLOATER:76 - 99:2:0:014,113646:210246:306846
FAMILYFLOATER:76 - 99:2:0:016,117999:218297:318596
FAMILYFLOATER:76 - 99:2:0:018,121294:224394:327495
FAMILYFLOATER:76 - 99:2:0:020,345142:638513:931884
FAMILYFLOATER:76 - 99:2:0:022,387833:717492:1047150
FAMILYFLOATER:76 - 99:2:1:002,32347:59842:87337
FAMILYFLOATER:76 - 99:2:1:004,44766:82817:120868
FAMILYFLOATER:76 - 99:2:1:006,51481:95240:138999
FAMILYFLOATER:76 - 99:2:1:008,50264:92988:135712
FAMILYFLOATER:76 - 99:2:1:010,56146:103871:151595
FAMILYFLOATER:76 - 99:2:1:012,60896:112657:164418
FAMILYFLOATER:76 - 99:2:1:014,77387:143165:208944
FAMILYFLOATER:76 - 99:2:1:016,80720:149333:217945
FAMILYFLOATER:76 - 99:2:1:018,83432:154349:225266
FAMILYFLOATER:76 - 99:2:1:020,224480:415288:606097
FAMILYFLOATER:76 - 99:2:1:022,251708:465660:679612
FAMILYFLOATER:76 - 99:3:1:002,52773:97630:142487
FAMILYFLOATER:76 - 99:3:1:004,73091:135218:197345
FAMILYFLOATER:76 - 99:3:1:006,83993:155387:226782
FAMILYFLOATER:76 - 99:3:1:008,82062:151814:221566
FAMILYFLOATER:76 - 99:3:1:010,91712:169667:247622
FAMILYFLOATER:76 - 99:3:1:012,99379:183851:268324
FAMILYFLOATER:76 - 99:3:1:014,126237:233539:340841
FAMILYFLOATER:76 - 99:3:1:016,131430:243145:354861
FAMILYFLOATER:76 - 99:3:1:018,135541:250751:365961
FAMILYFLOATER:76 - 99:3:1:020,361641:669036:976430
FAMILYFLOATER:76 - 99:3:1:022,404993:749237:1093481
FAMILYFLOATER:76 - 99:3:2:002,37928:70167:102406
FAMILYFLOATER:76 - 99:3:2:004,52193:96557:140921
FAMILYFLOATER:76 - 99:3:2:006,60109:111202:162295
FAMILYFLOATER:76 - 99:3:2:008,58528:108278:158027
FAMILYFLOATER:76 - 99:3:2:010,65559:121284:177009
FAMILYFLOATER:76 - 99:3:2:012,71338:131975:192612
FAMILYFLOATER:76 - 99:3:2:014,90656:167714:244772
FAMILYFLOATER:76 - 99:3:2:016,94876:175520:256164
FAMILYFLOATER:76 - 99:3:2:018,98445:182124:265802
FAMILYFLOATER:76 - 99:3:2:020,241967:447640:653312
FAMILYFLOATER:76 - 99:3:2:022,269878:499274:728671
FAMILYFLOATER:76 - 99:4:2:002,57846:107015:156184
FAMILYFLOATER:76 - 99:4:2:004,79818:147663:215508
FAMILYFLOATER:76 - 99:4:2:006,91819:169865:247911
FAMILYFLOATER:76 - 99:4:2:008,89567:165699:241831
FAMILYFLOATER:76 - 99:4:2:010,100291:185538:270785
FAMILYFLOATER:76 - 99:4:2:012,108927:201514:294102
FAMILYFLOATER:76 - 99:4:2:014,138351:255949:373547
FAMILYFLOATER:76 - 99:4:2:016,144384:267110:389836
FAMILYFLOATER:76 - 99:4:2:018,149311:276225:403140
FAMILYFLOATER:76 - 99:4:2:020,377663:698677:1019690
FAMILYFLOATER:76 - 99:4:2:022,421674:780097:1138520
FAMILYFLOATER:76 - 99:4:3:002,38938:72036:105134
FAMILYFLOATER:76 - 99:4:3:004,53316:98634:143952
FAMILYFLOATER:76 - 99:4:3:006,61513:113799:166085
FAMILYFLOATER:76 - 99:4:3:008,59960:110927:161893
FAMILYFLOATER:76 - 99:4:3:010,67469:124818:182166
FAMILYFLOATER:76 - 99:4:3:012,73726:136393:199059
FAMILYFLOATER:76 - 99:4:3:014,93522:173016:252510
FAMILYFLOATER:76 - 99:4:3:016,98219:181705:265191
FAMILYFLOATER:76 - 99:4:3:018,102265:189190:276115
FAMILYFLOATER:76 - 99:4:3:020,246266:455591:664917
FAMILYFLOATER:76 - 99:4:3:022,274654:508109:741565
FAMILYFLOATER:76 - 99:5:4:002,39950:73907:107864
FAMILYFLOATER:76 - 99:5:4:004,54439:100713:146986
FAMILYFLOATER:76 - 99:5:4:006,62917:116397:169877
FAMILYFLOATER:76 - 99:5:4:008,61392:113576:165760
FAMILYFLOATER:76 - 99:5:4:010,69379:128351:187323
FAMILYFLOATER:76 - 99:5:4:012,76113:140809:205505
FAMILYFLOATER:76 - 99:5:4:014,96388:178317:260247
FAMILYFLOATER:76 - 99:5:4:016,101562:187889:274217
FAMILYFLOATER:76 - 99:5:4:018,106085:196256:286428
FAMILYFLOATER:76 - 99:5:4:020,250563:463541:676520
FAMILYFLOATER:76 - 99:5:4:022,279428:516942:754456
FAMILYFLOATER:76 - 99:5:3:002,58857:108885:158913
FAMILYFLOATER:76 - 99:5:3:004,80940:149739:218538
FAMILYFLOATER:76 - 99:5:3:006,93223:172463:251702
FAMILYFLOATER:76 - 99:5:3:008,90998:168347:245696
FAMILYFLOATER:76 - 99:5:3:010,102201:189072:275942
FAMILYFLOATER:76 - 99:5:3:012,111314:205931:300549
FAMILYFLOATER:76 - 99:5:3:014,141217:261252:381287
FAMILYFLOATER:76 - 99:5:3:016,147727:273295:398863
FAMILYFLOATER:76 - 99:5:3:018,153130:283291:413452
FAMILYFLOATER:76 - 99:5:3:020,381962:706629:1031296
FAMILYFLOATER:76 - 99:5:3:022,426450:788933:1151415
FAMILYFLOATER:76 - 99:6:4:002,59868:110756:161644
FAMILYFLOATER:76 - 99:6:4:004,82064:151818:221572
FAMILYFLOATER:76 - 99:6:4:006,94628:175061:255495
FAMILYFLOATER:76 - 99:6:4:008,92431:170997:249563
FAMILYFLOATER:76 - 99:6:4:010,104111:192605:281099
FAMILYFLOATER:76 - 99:6:4:012,113702:210348:306994
FAMILYFLOATER:76 - 99:6:4:014,144083:266553:389023
FAMILYFLOATER:76 - 99:6:4:016,151070:279479:407888
FAMILYFLOATER:76 - 99:6:4:018,156950:290358:423765
FAMILYFLOATER:76 - 99:6:4:020,386259:714579:1042899
FAMILYFLOATER:76 - 99:6:4:022,431225:797766:1164307
